idx,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,class
167,-24.57,26.25,73.87,-2.54,-6.65,-7.52,-24.90,18.96,-15.11,-27.14,-12.10,84.65,-18.68,-26.15,90.00,-14.50,-22.90,90.00,
168,5.99,43.06,50.23,17.46,9.35,-19.93,-27.36,3.68,-39.75,-37.15,16.60,74.25,-33.36,-0.86,90.00,-36.71,-2.50,90.00,
169,-90.00,45.93,11.12,16.30,-90.00,0.43,-42.74,-9.83,33.79,-90.00,-45.99,12.83,-90.00,-66.60,19.26,-64.65,-90.00,1.16,
170,-67.06,58.47,16.85,12.44,-60.04,-11.17,-48.95,-5.22,17.85,-90.00,-25.92,28.17,-90.00,-51.74,41.33,-59.15,-76.98,24.48,
171,-68.27,44.74,29.52,-2.17,-68.57,-2.22,-43.33,12.46,25.82,-90.00,-23.79,60.20,-60.02,-47.58,90.00,-48.37,-70.76,40.67,
172,-56.76,-9.15,67.30,-18.58,-14.98,33.17,13.79,34.27,17.28,-3.51,-54.67,50.85,0.36,-80.07,28.50,15.22,-57.82,23.42,
173,-53.35,-27.90,54.29,-10.32,-10.31,58.10,33.80,23.60,19.93,12.88,-57.33,36.60,12.66,-61.45,14.94,26.14,-42.12,10.29,
174,-59.39,23.48,52.01,-9.05,-44.38,17.56,-13.57,25.39,5.35,-32.17,-39.40,58.86,-27.13,-66.33,53.85,-17.20,-82.34,31.54,
175,-65.93,22.31,53.24,-8.65,-53.27,19.51,-22.91,23.44,4.37,-44.72,-35.31,63.27,-36.24,-60.28,64.05,-30.01,-68.77,38.74,
176,-90.00,22.15,41.17,1.54,-72.25,20.99,-28.51,9.78,24.47,-73.38,-53.22,25.37,-57.49,-90.00,31.74,-23.47,-90.00,17.69,
177,-90.00,21.40,37.08,-4.75,-79.60,28.42,-19.80,21.08,31.54,-39.00,-74.26,38.17,-35.56,-90.00,32.58,-13.91,-90.00,13.21,
178,-90.00,22.35,38.42,-6.21,-75.68,25.08,-21.14,21.88,30.12,-41.03,-59.00,48.37,-34.74,-90.00,43.50,-15.35,-90.00,18.90,
179,-90.00,20.46,41.72,-7.57,-66.59,23.87,-19.60,22.93,28.49,-39.04,-56.44,50.16,-31.29,-90.00,44.33,-12.77,-90.00,21.59,
180,-63.04,-5.00,62.94,-15.53,-24.87,24.61,13.61,4.59,70.14,3.42,46.34,-6.17,-6.27,38.82,-8.65,6.84,19.09,52.78,
181,-79.17,-3.07,51.88,-12.09,-29.31,23.84,11.38,-1.45,70.96,1.41,43.90,-2.76,-8.43,38.63,-3.33,3.70,16.12,53.79,
182,-90.00,3.93,47.10,-12.62,-40.69,12.62,-0.23,-5.26,90.00,-5.32,51.09,6.07,-14.21,45.59,4.35,-4.95,15.81,66.59,
183,-74.15,0.38,57.99,-17.17,-29.63,17.89,7.41,3.53,90.00,-0.11,53.09,-1.37,-9.77,45.32,-3.83,3.20,20.58,62.34,
184,-90.00,0.31,57.04,-11.80,-32.27,13.08,-0.25,-0.10,79.84,-6.61,52.11,-0.57,-14.67,46.13,-3.84,-2.43,22.47,62.33,
185,-80.88,9.64,54.27,-13.95,-32.52,6.90,-5.72,1.79,86.59,-10.54,55.42,1.44,-19.85,48.61,-1.13,-8.04,22.36,66.83,
186,-90.00,9.06,49.36,-10.92,-34.73,11.16,-3.49,-2.64,82.06,-9.00,51.28,4.44,-18.67,46.66,2.55,-7.74,17.64,67.55,
187,-67.17,8.10,58.52,-13.96,-26.00,10.68,-3.84,-2.84,90.00,-10.99,72.98,26.33,-19.54,52.74,31.15,-8.08,25.57,65.94,
188,-90.00,11.94,42.97,-10.71,-50.25,6.73,-6.03,-9.87,90.00,-10.10,56.72,-0.04,-11.22,48.31,6.48,-6.32,45.91,32.20,
189,-90.00,13.57,41.11,0.88,-33.95,20.37,8.51,-17.06,62.78,-7.59,38.94,-0.93,-12.13,38.55,6.03,-5.00,34.93,33.95,
190,-45.28,7.33,76.04,-16.44,-11.95,13.20,4.49,15.30,57.95,-5.35,42.75,-27.65,-7.78,34.94,-20.30,0.14,52.85,1.18,
191,-45.63,0.30,79.96,-12.72,-22.05,-3.48,-12.98,15.81,72.81,-14.52,59.08,-22.29,-12.78,47.07,-17.20,-4.48,71.76,3.24,
192,-90.00,12.06,44.20,-7.64,-35.87,6.03,-9.74,-6.67,69.60,-12.31,48.92,-4.79,-13.78,42.79,1.41,-7.57,43.71,23.85,
193,-90.00,8.06,47.38,-11.30,-39.76,7.06,-6.44,-5.69,90.00,-6.92,50.97,-4.82,-8.74,42.89,1.07,-2.63,44.78,23.57,
194,-90.00,5.17,52.64,-10.40,-37.03,4.49,-10.17,-4.92,81.06,-8.97,50.16,-7.88,-9.26,41.58,-3.10,-3.72,46.73,17.51,
195,-25.26,2.53,90.00,-10.57,1.95,19.33,8.53,25.36,40.42,-6.12,27.96,-44.49,-10.98,21.60,-36.66,-2.99,45.78,-17.64,
196,-39.38,4.12,83.46,-15.87,-9.26,18.58,7.20,16.66,55.55,-1.90,37.32,-29.94,-6.15,27.95,-24.19,0.18,45.20,-4.51,
197,-63.60,8.90,61.32,-13.40,-24.71,9.73,-1.52,4.31,71.85,-7.09,47.25,-15.82,-10.09,38.74,-12.16,-2.63,49.21,10.42,
198,-90.00,7.61,52.33,-10.18,-33.20,8.83,-1.96,-4.62,79.36,-7.28,48.26,-8.77,-9.75,40.38,-6.11,-2.05,46.64,16.78,
199,-90.00,7.73,46.96,-7.75,-30.94,2.60,-6.45,-9.78,65.26,-7.15,47.06,-5.63,-9.51,40.24,-2.56,-1.97,43.37,20.40,
200,-90.00,3.54,38.66,-9.43,-39.01,3.23,-5.06,-17.49,90.00,-7.44,52.96,2.35,-7.04,43.42,5.42,0.07,41.50,28.76,
201,-90.00,4.95,50.91,-13.30,-40.39,3.88,-11.68,-7.42,90.00,-7.29,55.32,-0.27,-7.55,43.35,-4.73,-1.29,48.51,16.60,
202,-90.00,4.81,45.61,-9.50,-46.12,15.29,1.74,-8.57,90.00,-3.32,50.16,7.48,-3.56,39.21,6.88,-1.99,45.26,20.83,
203,-90.00,2.17,53.08,-14.09,-38.11,14.76,4.47,-5.98,90.00,-0.13,50.20,-1.40,0.64,36.94,-1.77,2.05,46.74,12.21,
204,-57.52,0.06,61.89,-9.89,-20.71,20.93,9.48,2.63,57.98,0.74,37.82,-15.11,-1.05,25.74,-14.85,1.23,40.40,-2.92,
205,-50.25,0.52,65.04,-17.05,-27.72,12.85,2.67,8.82,90.00,-2.95,47.43,-20.20,-2.23,34.45,-15.09,-0.16,51.43,-4.52,
206,-36.11,5.97,90.00,-14.57,-9.79,18.04,8.55,17.05,53.81,-3.01,36.05,-30.67,-5.15,25.08,-26.31,-4.39,43.79,-15.83,
207,-56.81,14.99,65.89,0.09,-18.46,-1.35,-18.06,4.19,50.02,-24.29,44.17,-19.45,-19.58,37.51,-19.55,-17.36,54.30,-8.42,
208,-32.53,3.79,90.00,-13.50,-6.87,20.56,8.48,17.76,51.66,-4.02,38.05,-30.76,-5.80,24.96,-29.08,-3.50,44.91,-17.83,
209,-31.47,1.69,90.00,-13.14,-6.50,23.30,10.90,17.09,48.90,-2.11,35.23,-31.47,-4.50,22.00,-29.62,-2.08,41.58,-19.21,
210,-41.96,-69.74,-0.73,40.43,13.62,90.00,62.80,-90.00,3.28,31.46,-48.35,5.39,26.53,-29.52,12.00,32.13,-30.62,5.30,
211,-42.31,-67.36,-0.57,40.56,12.12,90.00,59.05,-90.00,3.40,29.48,-47.98,5.75,24.99,-28.75,12.71,30.66,-30.00,5.58,
212,-41.69,-65.86,-0.76,41.89,12.23,90.00,49.27,-90.00,-3.74,23.96,-53.48,-1.52,23.38,-30.10,12.72,28.78,-31.08,4.67,
213,-17.92,-90.00,7.03,26.70,20.90,90.00,90.00,-47.10,13.22,35.97,-19.55,-2.25,23.60,-21.14,-7.80,26.74,-21.84,-22.30,
214,-24.37,-82.60,0.70,38.07,21.19,90.00,73.60,-71.57,-5.34,37.13,-35.10,-8.85,24.74,-28.59,1.28,28.07,-29.35,-11.40,
215,-24.74,-72.66,-1.40,43.89,23.13,90.00,63.30,-66.80,-10.36,32.83,-36.58,-12.76,23.65,-33.74,1.01,26.71,-35.19,-10.30,
216,-21.05,-89.60,2.39,42.73,26.03,90.00,81.25,-52.03,-7.87,35.77,-33.06,-14.66,22.79,-34.80,-5.59,25.35,-35.14,-17.15,
217,-22.30,-78.10,4.29,41.74,26.55,81.57,69.36,-53.53,-12.26,33.24,-34.54,-17.00,20.98,-34.74,-8.13,23.95,-34.60,-17.86,
218,-21.29,-90.00,-0.10,44.54,22.80,90.00,81.90,-52.38,-5.73,36.46,-32.47,-9.06,20.52,-33.33,-4.68,24.30,-33.47,-13.63,
219,-23.39,-74.12,-0.39,42.83,22.15,90.00,87.50,-55.05,-0.77,33.39,-36.13,-5.44,23.50,-32.39,-1.55,25.70,-34.64,-12.66,
220,-22.28,-75.90,-5.55,52.71,24.70,90.00,69.25,-58.80,-16.90,32.53,-37.21,-21.75,21.95,-44.64,-3.25,23.13,-45.93,-14.46,
221,-19.96,-86.13,1.88,48.76,33.37,56.39,83.16,-49.94,-5.93,37.21,-30.50,-10.20,23.91,-36.17,-1.48,28.62,-33.68,-11.33,
222,-19.61,-74.86,1.56,46.38,32.65,42.47,74.37,-47.20,-5.35,35.33,-28.10,-8.12,21.91,-33.42,3.41,26.89,-30.75,-8.31,
223,-21.15,-79.25,3.08,44.39,33.58,51.92,82.23,-57.79,-2.17,37.28,-32.45,-6.72,24.37,-33.28,1.35,28.71,-32.00,-9.92,
224,-20.25,-79.38,3.94,41.15,31.50,53.23,78.67,-52.53,-2.51,37.18,-30.00,-6.74,23.35,-31.76,-0.33,27.70,-31.19,-10.49,
225,-19.99,-80.68,3.43,42.39,32.24,53.54,82.02,-51.42,-5.18,37.12,-30.60,-8.80,23.50,-33.46,-1.05,27.60,-32.81,-11.27,
226,-19.92,-80.13,3.38,42.08,31.22,56.35,81.97,-50.35,-3.87,37.53,-29.71,-7.43,23.52,-32.52,-1.38,27.72,-31.99,-10.98,
227,-18.28,-78.35,3.99,39.13,27.91,57.65,77.10,-47.38,-1.66,38.01,-24.94,-3.01,21.73,-28.65,-2.06,26.32,-28.28,-11.43,
228,-20.18,-75.55,2.46,43.79,29.22,65.77,73.94,-49.33,-8.38,35.21,-29.11,-12.76,22.31,-37.05,-4.13,26.95,-34.72,-13.45,
229,-18.79,-80.61,3.93,36.74,28.88,64.01,90.00,-44.77,-2.86,38.76,-26.10,-7.80,23.52,-31.42,-2.71,28.35,-29.49,-11.98,
230,-21.70,-90.00,2.81,45.78,30.81,66.39,75.76,-55.95,-10.46,38.28,-28.93,-19.00,23.44,-38.63,-0.08,28.56,-33.77,-12.94,
231,-22.08,-81.68,7.58,37.80,27.28,81.31,65.18,-58.83,-15.57,32.53,-28.60,-20.43,24.03,-32.67,-4.79,25.78,-27.46,-22.09,
232,-16.46,-79.25,10.72,31.67,27.60,64.60,90.00,-53.32,-9.85,37.11,-28.12,-12.44,23.17,-23.89,-9.34,23.47,-20.78,-27.50,
233,-46.96,-64.47,0.90,24.90,-4.31,90.00,60.22,-90.00,13.49,35.43,-27.00,21.62,23.49,-27.92,23.63,24.75,-39.99,12.96,
234,-42.09,-64.59,-2.19,26.64,-1.92,90.00,57.55,-90.00,5.02,31.92,-38.39,15.50,23.09,-34.76,19.73,22.82,-45.34,10.50,
235,-37.46,-72.34,0.77,24.69,1.18,90.00,67.00,-78.28,-1.37,32.58,-42.74,-0.76,24.14,-33.94,4.16,23.11,-44.96,6.81,
236,-27.86,-75.56,2.00,23.04,10.01,90.00,58.46,-61.05,-17.04,28.56,-39.24,-19.42,24.64,-34.75,-3.26,22.19,-45.98,-8.06,
237,-24.48,-80.81,0.32,27.32,10.17,90.00,60.23,-56.75,-21.41,30.23,-33.48,-23.44,20.33,-38.34,-7.00,20.18,-46.24,-13.35,
238,-20.67,-74.05,3.68,27.66,15.36,90.00,52.37,-57.07,-24.08,25.71,-33.51,-24.70,18.37,-33.81,-13.25,19.05,-36.64,-23.11,
239,-19.54,-79.42,1.65,29.02,15.83,90.00,55.98,-52.55,-26.51,27.75,-30.80,-28.32,18.52,-36.60,-13.32,15.69,-39.90,-26.40,
240,-44.68,15.30,73.28,-12.86,-29.83,10.88,-3.23,29.44,22.25,-19.32,53.70,9.46,-30.17,50.08,17.00,-3.08,-67.73,40.75,
241,-35.78,19.98,90.00,-13.75,-23.99,4.53,-7.15,32.75,16.91,-23.66,57.28,4.28,-36.38,53.24,12.74,-3.91,-52.82,55.23,
242,-39.07,13.62,90.00,-15.49,-25.37,11.61,-1.29,32.68,19.46,-17.10,56.91,6.14,-28.59,52.85,13.49,1.41,-55.50,47.47,
243,-41.64,4.29,85.49,-11.91,-27.72,18.28,2.89,29.74,22.57,-12.80,54.04,8.76,-22.63,51.24,15.29,8.02,-64.45,35.07,
244,-37.19,22.91,74.48,-10.97,-20.34,3.29,-7.46,29.43,13.90,-23.90,50.52,1.49,-37.74,45.95,10.03,-13.27,-55.13,34.95,
245,-39.23,16.49,86.32,-16.35,-20.25,5.14,0.35,32.81,15.01,-14.44,53.54,2.52,-24.74,47.42,11.34,9.26,-53.10,22.94,
246,-47.19,8.11,81.34,-14.32,-23.68,17.55,8.64,28.31,19.70,-7.44,49.25,5.94,-18.25,45.43,12.40,11.36,-51.93,35.72,
247,-37.86,1.59,90.00,-15.80,-23.37,16.66,7.34,31.06,19.97,-8.22,52.91,4.15,-20.19,48.80,8.46,20.88,-42.15,40.08,
248,-30.01,-0.81,90.00,-14.90,-18.36,16.16,9.54,32.69,13.65,-6.48,53.44,-1.59,-19.81,50.20,3.25,21.46,-32.63,44.55,
249,-41.20,10.01,71.69,-7.22,-25.21,0.83,7.77,29.12,12.96,-8.88,49.99,2.20,-20.81,48.53,12.19,-3.49,-21.62,90.00,
250,-31.74,13.18,90.00,-7.29,-24.76,-3.97,-1.87,32.82,8.90,-19.27,53.94,-5.74,-34.10,50.82,2.19,5.33,-43.50,57.08,
251,-30.82,14.44,90.00,-8.55,-24.86,-3.71,-2.63,33.10,9.28,-19.92,54.17,-5.55,-34.82,50.71,2.51,2.94,-40.84,56.80,
252,-27.59,8.64,90.00,-13.79,-18.73,5.01,5.05,34.57,6.03,-12.12,53.73,-8.96,-27.03,50.12,-1.89,5.53,-35.98,50.61,
253,-25.38,-7.46,90.00,-18.41,-18.75,15.28,13.83,38.91,7.72,-3.57,61.06,-9.02,-17.20,58.25,-4.66,21.27,-34.76,48.20,
254,-24.23,6.02,90.00,-11.39,-15.25,7.04,5.44,32.19,3.79,-12.12,50.16,-11.03,-27.13,47.31,-4.24,15.95,-32.00,48.94,
255,-32.42,9.08,90.00,-10.10,-24.34,2.72,0.20,31.97,11.60,-16.92,53.26,-3.41,-30.57,49.92,2.85,1.77,-50.13,42.03,
256,-27.43,15.96,81.46,-7.00,-20.94,-2.27,-6.91,30.39,8.28,-24.35,50.95,-5.60,-39.70,47.86,2.85,-3.47,-42.66,55.42,
257,-24.40,14.60,90.00,-9.52,-15.93,0.52,-3.49,32.51,4.99,-21.27,52.29,-9.21,-37.19,49.31,-0.34,3.75,-37.11,61.06,
258,-24.07,5.22,90.00,-14.12,-18.94,12.50,5.74,32.79,4.92,-11.83,51.01,-10.34,-27.50,48.22,-3.19,11.60,-31.55,51.41,
259,-22.10,7.56,90.00,-11.78,-16.67,9.48,2.61,31.54,3.54,-15.07,49.51,-11.15,-31.22,46.96,-3.35,10.89,-29.03,56.65,
260,-6.34,-0.95,90.00,-15.16,-5.16,24.10,9.09,31.75,-10.49,-9.81,43.95,-26.37,-30.81,41.86,-18.68,10.69,-9.46,61.44,
261,-3.38,-6.02,87.26,-6.66,-5.07,19.04,0.67,29.43,-7.34,-18.15,45.10,-22.47,-37.60,44.64,-15.31,19.26,-6.75,90.00,
262,-8.74,-4.31,90.00,-14.22,-5.66,25.29,12.16,30.90,-9.21,-6.94,43.36,-25.02,-26.58,41.37,-18.84,14.98,-10.34,58.10,
263,-28.47,14.24,90.00,-8.49,-24.62,-3.32,-8.39,30.31,6.42,-25.40,50.32,-8.65,-42.53,46.88,-2.47,13.98,-30.02,61.88,
264,-90.00,17.80,36.55,0.71,-90.00,32.85,-9.65,19.37,40.55,-22.00,46.62,25.46,-28.36,42.06,35.96,-19.59,-90.00,36.43,
265,-90.00,16.99,39.27,-0.21,-90.00,32.26,-10.69,21.47,38.66,-23.19,49.20,23.85,-29.62,44.73,34.15,-21.06,-90.00,36.85,
266,-90.00,16.52,46.79,-3.82,-83.53,26.10,-9.60,24.67,32.22,-22.82,51.69,17.78,-30.33,47.62,27.60,-12.60,-71.11,45.46,
267,-90.00,10.37,34.99,-2.25,-66.18,48.57,-4.75,19.14,41.42,-16.16,45.71,24.19,-21.58,40.14,33.98,-18.27,-90.00,31.03,
268,-90.00,6.62,41.76,-7.57,-46.08,58.25,-1.95,27.56,30.09,-13.82,53.43,12.34,-20.47,47.35,24.06,-4.72,-69.66,37.03,
269,-90.00,7.10,42.67,-7.38,-47.60,56.11,-2.08,27.57,29.06,-13.83,53.14,11.57,-20.87,47.15,23.30,-3.52,-64.91,40.95,
270,15.12,-51.47,4.73,63.17,17.25,90.00,55.13,-46.02,-29.52,17.32,-42.52,-34.11,-5.97,-44.95,-37.09,8.75,18.59,-36.17,
271,16.34,-51.70,4.53,65.26,18.41,90.00,54.89,-47.00,-30.91,16.78,-43.65,-35.37,-6.87,-45.89,-38.45,7.59,20.17,-35.29,
272,17.28,-48.20,6.69,61.78,19.34,90.00,51.37,-44.26,-32.68,14.47,-41.34,-37.36,-9.35,-43.39,-39.76,7.66,22.12,-34.41,
273,15.36,-50.24,4.35,64.99,17.33,90.00,54.04,-46.91,-29.96,16.40,-43.19,-34.51,-6.99,-45.55,-37.45,7.62,19.74,-35.05,
274,3.11,-79.60,-1.49,67.35,6.51,90.00,71.42,-46.29,-13.57,27.83,-38.83,-19.39,7.83,-42.57,-24.30,20.88,4.11,-33.51,
275,28.28,-19.58,19.96,39.75,32.58,48.57,23.17,-30.10,-55.52,-9.45,-30.66,-58.71,-37.01,-32.16,-48.96,-2.98,39.79,-15.88,
276,30.69,-24.02,18.19,38.00,30.34,57.19,28.42,-31.28,-55.61,-4.11,-33.61,-60.75,-31.54,-36.84,-53.72,-7.10,47.02,-17.56,
277,31.67,-24.77,15.31,47.46,30.98,57.35,23.97,-35.78,-55.24,-8.56,-35.82,-55.78,-35.61,-37.28,-47.75,-9.15,42.00,-21.88,
278,25.09,-24.97,17.56,49.66,39.51,56.03,29.01,-40.70,-56.38,-5.38,-39.35,-55.64,-31.57,-38.03,-47.40,5.07,29.30,-31.29,
279,13.23,-60.45,1.56,63.25,13.62,90.00,60.27,-51.65,-24.60,20.86,-47.06,-28.06,-0.94,-51.08,-32.18,8.46,12.82,-42.03,
280,7.96,-61.06,1.37,40.67,-45.56,90.00,64.23,-50.35,-21.69,24.01,-45.26,-24.68,2.44,-49.31,-28.70,15.52,9.22,-37.43,
281,5.71,-61.30,1.25,40.01,-40.59,90.00,66.95,-49.08,-19.56,25.81,-43.77,-22.78,4.49,-48.25,-26.98,14.03,8.30,-37.20,
282,20.44,-42.45,14.38,31.59,-7.17,90.00,49.48,-38.54,-43.43,13.31,-39.50,-47.07,-11.16,-41.95,-46.53,9.65,27.27,-31.62,
283,26.49,-30.22,19.55,32.91,2.73,90.00,32.30,-33.94,-50.64,-0.11,-34.51,-53.92,-25.81,-35.85,-49.23,-0.44,36.45,-23.26,
284,25.79,-31.44,18.49,32.13,-2.38,90.00,33.59,-34.26,-48.64,1.06,-34.82,-52.21,-24.42,-36.46,-48.38,0.57,36.89,-20.82,
285,28.62,-31.32,16.85,34.92,-1.91,90.00,32.51,-36.78,-51.08,-0.19,-37.65,-53.49,-26.29,-39.25,-49.21,-1.81,37.87,-22.91,
286,26.03,-31.78,15.14,35.48,-4.79,90.00,34.27,-37.90,-47.94,1.51,-38.22,-49.98,-23.78,-40.08,-46.04,-1.35,34.24,-25.39,
287,25.81,-34.60,14.15,37.30,-6.44,90.00,35.65,-39.23,-46.85,2.65,-39.38,-49.08,-22.50,-41.33,-46.21,1.17,33.01,-27.05,
288,32.72,-27.90,14.62,40.83,11.87,90.00,28.81,-40.23,-58.02,-4.31,-41.55,-57.70,-31.63,-42.54,-50.91,0.74,47.35,-17.59,
289,35.00,-13.23,16.16,40.08,18.61,90.00,13.81,-37.36,-61.89,-18.84,-38.44,-58.42,-51.31,-38.82,-46.06,-16.47,43.67,-22.70,
290,35.15,-16.38,14.76,40.33,16.78,90.00,16.29,-36.83,-55.73,-15.48,-36.73,-53.72,-44.70,-37.54,-43.92,-10.91,40.60,-24.35,
291,20.23,-50.05,6.94,51.99,18.30,90.00,54.15,-45.17,-35.93,16.22,-44.83,-39.20,-7.22,-48.44,-40.93,10.46,20.43,-39.11,
292,17.27,-46.32,2.00,61.19,13.15,90.00,49.99,-51.47,-32.06,13.79,-48.59,-33.77,-8.83,-52.66,-34.93,4.23,18.39,-39.74,
293,13.61,-50.64,0.20,60.99,4.44,90.00,55.49,-51.63,-26.87,18.12,-47.91,-29.49,-3.87,-52.77,-31.94,7.77,13.36,-43.54,
294,2.46,-61.46,-3.35,62.72,-8.78,90.00,67.75,-51.40,-14.29,26.57,-43.94,-17.90,6.30,-48.96,-22.07,16.61,1.71,-34.49,
295,4.29,-62.51,-2.31,62.74,-8.04,90.00,66.25,-50.69,-15.93,25.53,-43.62,-19.75,5.15,-48.31,-23.58,13.29,3.20,-40.09,
296,5.57,-63.93,-1.82,62.44,-8.12,90.00,65.13,-51.11,-17.30,24.86,-44.37,-21.02,4.23,-49.01,-25.13,14.06,5.58,-37.17,
297,13.27,-53.40,1.25,59.42,2.18,90.00,55.98,-50.57,-27.35,18.34,-46.69,-30.25,-3.71,-50.82,-32.45,8.31,14.23,-38.64,
298,28.98,-30.30,6.04,58.98,23.09,90.00,32.88,-48.70,-50.12,-1.27,-48.36,-48.77,-26.77,-50.34,-44.01,-7.11,32.58,-35.86,
299,33.86,-23.95,6.38,54.57,22.74,90.00,24.94,-45.00,-51.24,-7.96,-44.70,-49.75,-34.59,-46.76,-43.39,-7.90,35.93,-30.14,
300,-90.00,-13.71,2.34,23.08,-90.00,44.47,-7.20,-90.00,42.29,4.93,-67.36,36.88,-0.71,-16.09,90.00,0.49,-21.58,80.90,
301,-90.00,-14.13,-0.62,26.79,-90.00,47.13,-6.43,-90.00,41.07,0.96,-74.27,38.07,-1.22,-18.28,90.00,-0.91,-25.80,81.17,
302,-90.00,-10.57,2.15,24.28,-90.00,41.50,-8.51,-90.00,45.35,-1.51,-67.01,42.56,-3.40,-14.45,90.00,-3.67,-20.80,82.89,
303,-90.00,-16.22,-1.22,28.25,-90.00,51.25,-2.54,-90.00,38.33,1.48,-72.28,34.11,-0.24,-20.97,86.16,1.58,-26.54,82.55,
304,-90.00,-14.79,-2.36,30.79,-90.00,47.77,-1.94,-90.00,38.25,-6.80,-72.75,40.43,-3.57,-24.82,90.00,-0.00,-23.72,90.00,
305,-90.00,-11.76,-0.82,28.28,-90.00,44.71,-4.28,-90.00,42.47,-8.80,-71.27,44.67,-3.54,-22.68,90.00,-2.93,-23.40,76.07,
306,-90.00,-13.15,-0.83,28.41,-90.00,45.91,-2.75,-90.00,40.28,-6.37,-67.21,40.88,-3.74,-21.24,90.00,-1.86,-23.09,72.23,
307,-90.00,-15.03,-2.52,28.51,-90.00,50.21,-1.44,-90.00,41.12,-3.64,-78.00,41.75,-0.74,-23.99,90.00,1.54,-26.58,90.00,
308,-90.00,-15.11,-1.88,30.72,-90.00,48.07,-9.24,-90.00,33.57,-1.97,-82.67,38.47,-2.50,-17.65,90.00,-1.07,-23.92,90.00,
309,-90.00,-13.30,-1.41,30.89,-90.00,46.54,-7.79,-90.00,35.67,-3.81,-73.27,38.95,-4.72,-17.29,90.00,-2.17,-24.07,83.35,
310,-90.00,-13.27,-3.10,34.32,-90.00,45.54,-9.09,-90.00,34.45,-4.50,-80.37,37.78,-5.36,-18.80,90.00,-5.55,-25.10,90.00,
311,-90.00,-12.39,-2.57,31.58,-90.00,46.96,-8.09,-90.00,36.00,-3.65,-72.15,39.23,-5.73,-17.77,90.00,-4.01,-23.98,90.00,
312,-90.00,-12.46,-3.43,33.16,-90.00,47.21,-8.26,-90.00,34.84,-3.90,-74.71,37.95,-6.06,-19.28,90.00,-3.38,-26.06,90.00,
313,-90.00,-12.88,-2.42,30.87,-90.00,47.50,-7.56,-90.00,37.62,-2.40,-73.38,41.23,-4.74,-17.68,90.00,-3.35,-24.62,90.00,
314,-90.00,-33.57,12.87,20.95,-90.00,63.22,7.77,-90.00,36.46,16.73,-47.35,45.26,2.48,-2.19,90.00,13.35,-13.45,69.10,
315,-90.00,-23.99,1.39,25.84,-90.00,67.76,2.48,-90.00,38.07,10.55,-63.59,37.11,4.69,-17.61,80.12,8.02,-26.11,71.29,
316,-90.00,-6.55,2.03,26.22,-90.00,42.69,-10.86,-90.00,43.62,-4.63,-60.30,48.51,-8.78,-11.02,90.00,-8.19,-19.28,90.00,
317,-90.00,-3.00,8.46,24.57,-90.00,31.39,-15.57,-90.00,47.21,-22.07,-21.15,90.00,-16.73,26.55,57.68,-20.11,2.81,90.00,
318,-90.00,-5.82,13.48,22.53,-90.00,40.77,-15.62,-90.00,40.97,-18.85,-14.97,71.27,-13.05,36.17,37.78,-17.58,30.98,55.57,
319,-90.00,-9.65,13.90,20.09,-90.00,46.33,-9.35,-90.00,45.20,-12.17,-17.64,90.00,-7.85,34.87,40.48,-14.08,27.71,58.50,
320,-90.00,-8.86,15.56,19.19,-90.00,45.04,-8.21,-90.00,46.71,-11.82,-11.22,90.00,-5.54,38.53,32.74,-11.79,36.17,46.41,
321,-90.00,-9.23,15.41,19.88,-90.00,46.02,-8.07,-90.00,48.50,-10.85,-11.26,90.00,-0.89,37.13,26.19,-5.52,42.07,36.28,
322,-90.00,-8.42,14.79,20.15,-90.00,45.53,-8.32,-90.00,48.86,-11.39,-13.30,90.00,-1.07,35.90,26.25,-5.66,41.83,33.87,
323,-90.00,-10.81,17.54,17.81,-90.00,48.31,-4.66,-90.00,49.98,-8.31,-14.06,90.00,1.08,35.85,23.63,-1.93,39.74,33.08,
324,-90.00,-13.77,18.01,15.70,-90.00,44.39,-2.28,-90.00,46.32,-10.37,-68.33,47.38,5.79,32.17,22.95,0.61,37.22,39.27,
325,-90.00,-18.16,19.84,10.96,-90.00,53.42,0.39,-90.00,49.38,-9.49,-67.02,43.48,10.19,31.01,21.29,3.90,33.77,40.52,
326,-90.00,-11.83,10.08,24.11,-90.00,41.53,-11.60,-90.00,46.22,-1.50,-90.00,36.48,4.86,29.03,32.62,-4.95,33.20,45.80,
327,-90.00,-11.71,15.89,18.08,-90.00,50.77,-8.32,-90.00,53.61,-5.42,-76.88,45.36,3.55,34.78,30.68,-3.35,38.66,44.10,
328,-90.00,-13.04,17.42,16.99,-90.00,53.84,-3.77,-90.00,50.26,-2.40,-68.72,41.85,4.49,30.78,27.73,-1.18,35.24,40.41,
329,-90.00,-4.16,16.61,20.43,-90.00,40.23,-12.11,-90.00,48.99,-12.74,-61.70,44.60,-4.57,33.71,27.86,-10.91,37.41,36.21,
330,-90.00,-4.69,29.04,6.46,-80.30,-4.81,-0.66,-90.00,46.52,8.17,42.65,-5.99,3.20,33.89,-0.26,6.18,41.41,19.84,
331,-90.00,-3.15,34.98,2.38,-73.26,-3.77,1.51,-90.00,57.86,6.55,45.06,-10.35,2.21,35.69,-4.72,4.65,44.00,16.49,
